"indicator","reportyear","FIPS","County_Name","County_FIPS","treecanopy_n","treecanopy_d","treecanopy_pct","treecanopy_se_pct","treecanopy_rse","treecanopy_pctile","source","version","notes"
"Population-weighted percentage of the census tract area with tree canopy",2011,6037212702,"Los Angeles",6037,NA,NA,5.911078,1.7042529,28.8315078,44.19350699,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037212800,"Los Angeles",6037,NA,NA,4.655887,1.7882644,38.4086721,37.90581291,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037212900,"Los Angeles",6037,NA,NA,4.2960902,2.7872553,64.8788834,48.35108431,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037213100,"Los Angeles",6037,NA,NA,4.9788538,1.7535274,35.2195002,13.02450917,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037213201,"Los Angeles",6037,NA,NA,2.9435084,1.5063633,51.175778,26.72911587,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037213202,"Los Angeles",6037,NA,NA,3.6952611,1.4733597,39.8715998,15.56525087,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037213310,"Los Angeles",6037,NA,NA,3.1190672,1.3891412,44.5370707,12.60105223,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037213320,"Los Angeles",6037,NA,NA,2.9085074,1.4468582,49.7457299,23.31579623,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037213401,"Los Angeles",6037,NA,NA,3.5218789,2.3680381,67.2379193,34.46682921,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037213402,"Los Angeles",6037,NA,NA,4.1057036,2.11086,51.4128672,34.50532529,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214000,"Los Angeles",6037,NA,NA,4.107836,1.087985,26.4856001,48.63338894,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214100,"Los Angeles",6037,NA,NA,4.9972193,1.249868,25.0112708,18.05466444,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214400,"Los Angeles",6037,NA,NA,3.2677856,1.2533138,38.3536109,43.03862441,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214501,"Los Angeles",6037,NA,NA,4.5792507,2.0521247,44.8135467,59.50211728,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214502,"Los Angeles",6037,NA,NA,6.0635192,3.2511263,53.6178116,61.67073014,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214503,"Los Angeles",6037,NA,NA,6.3212361,3.9042933,61.7647125,28.56409598,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214600,"Los Angeles",6037,NA,NA,3.7765186,1.2769472,33.8128141,39.74079302,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214700,"Los Angeles",6037,NA,NA,4.3858005,1.5204953,34.6685933,27.10124471,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214800,"Los Angeles",6037,NA,NA,3.7147186,1.2121889,32.632052,52.66264596,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214901,"Los Angeles",6037,NA,NA,5.3399103,1.7618049,32.9931558,23.49544463,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037214902,"Los Angeles",6037,NA,NA,3.530135,1.3248062,37.5284858,10.48376748,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037215101,"Los Angeles",6037,NA,NA,2.7210107,2.3021859,84.6077498,10.83023226,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037215102,"Los Angeles",6037,NA,NA,2.7542131,1.5529183,56.3833763,58.62953933,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216100,"Los Angeles",6037,NA,NA,5.9683878,1.5848724,26.5544471,36.3403054,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216200,"Los Angeles",6037,NA,NA,4.2079487,1.2257265,29.1288371,35.4035673,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216300,"Los Angeles",6037,NA,NA,4.1507642,1.0796478,26.0108189,30.24509175,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216401,"Los Angeles",6037,NA,NA,3.8722293,1.5365548,39.6814,32.88848967,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216402,"Los Angeles",6037,NA,NA,4.0243854,1.6740665,41.5980655,27.71718209,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216700,"Los Angeles",6037,NA,NA,3.7452083,1.0531688,28.1204343,40.81868343,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216800,"Los Angeles",6037,NA,NA,4.449027,1.2399921,27.871085,43.69305787,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037216900,"Los Angeles",6037,NA,NA,4.6228687,1.0452842,22.6111597,61.24727319,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037217001,"Los Angeles",6037,NA,NA,6.2642014,1.4738548,23.5282151,46.90106506,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037217002,"Los Angeles",6037,NA,NA,4.8586142,1.1969223,24.6350547,42.08905428,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037217100,"Los Angeles",6037,NA,NA,4.5198562,1.0533395,23.3047137,39.39432824,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037217200,"Los Angeles",6037,NA,NA,4.3649048,1.1988831,27.4664204,15.37277044,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218110,"Los Angeles",6037,NA,NA,3.0985945,1.6294845,52.5878591,12.13909919,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218120,"Los Angeles",6037,NA,NA,2.867159,1.1756158,41.00281,34.18452457,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218210,"Los Angeles",6037,NA,NA,4.0957779,1.644428,40.1493454,37.32837162,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218220,"Los Angeles",6037,NA,NA,4.2680017,1.5783314,36.9805716,32.0544078,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218300,"Los Angeles",6037,NA,NA,3.9766048,1.0427423,26.2219249,32.65751315,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218400,"Los Angeles",6037,NA,NA,4.0143234,1.7524112,43.6539618,36.04516874,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218500,"Los Angeles",6037,NA,NA,4.190477,1.5171639,36.2050409,32.69600924,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218600,"Los Angeles",6037,NA,NA,4.0159133,1.3883497,34.5712059,42.05055819,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218701,"Los Angeles",6037,NA,NA,4.517081,2.1437602,47.4589718,41.96073399,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218702,"Los Angeles",6037,NA,NA,4.510779,2.0732926,45.9630715,22.98216348,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218800,"Los Angeles",6037,NA,NA,3.503464,1.4540878,41.5042886,49.31348646,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037218900,"Los Angeles",6037,NA,NA,5.0549341,2.2586148,44.6813889,42.64083152,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219010,"Los Angeles",6037,NA,NA,4.5601122,1.4691389,32.2171655,36.55844989,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219020,"Los Angeles",6037,NA,NA,4.2241186,1.253977,29.6861208,22.12241755,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219300,"Los Angeles",6037,NA,NA,3.4668995,1.1636461,33.5644586,33.24778648,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219500,"Los Angeles",6037,NA,NA,4.0420191,1.5884614,39.2987108,31.95175157,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219700,"Los Angeles",6037,NA,NA,3.9686126,1.2233648,30.826006,31.14333376,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219800,"Los Angeles",6037,NA,NA,3.9226078,1.387385,35.3689456,30.64288464,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219901,"Los Angeles",6037,NA,NA,3.8915702,1.4087108,36.199034,45.05325292,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037219902,"Los Angeles",6037,NA,NA,4.7080159,2.063525,43.8300357,24.39368664,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037220000,"Los Angeles",6037,NA,NA,3.578376,0.869178,24.2897342,51.41793918,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037220100,"Los Angeles",6037,NA,NA,5.2434221,2.1616311,41.2255786,12.66521237,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221110,"Los Angeles",6037,NA,NA,2.9173243,2.0159939,69.104208,21.84011292,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221120,"Los Angeles",6037,NA,NA,3.4512681,1.7099112,49.5444306,25.81804183,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221210,"Los Angeles",6037,NA,NA,3.6489866,1.6445178,45.0677955,19.29937123,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221220,"Los Angeles",6037,NA,NA,3.3304456,1.8606187,55.8669576,22.81534711,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221302,"Los Angeles",6037,NA,NA,3.4955262,1.7259286,49.3753588,24.52200693,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221303,"Los Angeles",6037,NA,NA,3.5853354,2.0550069,57.3170057,14.731169,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221304,"Los Angeles",6037,NA,NA,3.0609086,2.3224484,75.8744794,60.86231233,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221401,"Los Angeles",6037,NA,NA,6.2294132,3.2428553,52.0571551,41.67842936,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221402,"Los Angeles",6037,NA,NA,4.4919581,2.438181,54.2788022,54.74143462,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221500,"Los Angeles",6037,NA,NA,5.5509896,2.0837006,37.5374625,53.77903247,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221601,"Los Angeles",6037,NA,NA,5.4509913,1.8197486,33.3838099,13.90991916,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221602,"Los Angeles",6037,NA,NA,3.0049171,1.7216807,57.2954462,38.85538304,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221710,"Los Angeles",6037,NA,NA,4.3387929,1.6456361,37.9284309,27.42204543,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221810,"Los Angeles",6037,NA,NA,3.7292946,2.7128026,72.7430474,38.41909406,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221820,"Los Angeles",6037,NA,NA,4.320763,2.8844625,66.7581746,41.43462081,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037221900,"Los Angeles",6037,NA,NA,4.4738434,2.7430517,61.3130905,42.34569485,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037222001,"Los Angeles",6037,NA,NA,4.5394511,1.4305149,31.5129487,31.50263057,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037222002,"Los Angeles",6037,NA,NA,3.9446303,1.0650397,26.9997341,35.09559861,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037222100,"Los Angeles",6037,NA,NA,4.1363367,1.2844812,31.0535943,33.58141922,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037222200,"Los Angeles",6037,NA,NA,4.0625607,1.5764043,38.8032178,34.45399718,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037222500,"Los Angeles",6037,NA,NA,4.1056865,1.4736496,35.8928909,34.49249326,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037222600,"Los Angeles",6037,NA,NA,4.1069828,1.4021847,34.1414798,56.85871936,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224010,"Los Angeles",6037,NA,NA,2.2381227,1.7330113,77.4314686,5.877069165,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224020,"Los Angeles",6037,NA,NA,2.1629616,1.3720854,63.4354951,28.42294367,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224200,"Los Angeles",6037,NA,NA,3.7709489,1.9713901,52.2783567,25.03528808,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224310,"Los Angeles",6037,NA,NA,3.6109028,2.3915373,66.2310079,20.81355062,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224320,"Los Angeles",6037,NA,NA,3.3996966,1.7019785,50.0626582,29.6419864,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224410,"Los Angeles",6037,NA,NA,3.8392215,1.79725,46.8128762,44.52713974,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224420,"Los Angeles",6037,NA,NA,4.6725038,2.5863647,55.3528652,8.969588092,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037224600,"Los Angeles",6037,NA,NA,2.5707403,1.6483399,64.1192679,19.27370717,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037226001,"Los Angeles",6037,NA,NA,2.6315559,1.5448076,58.7032044,2.707558065,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037226002,"Los Angeles",6037,NA,NA,1.6024136,1.2442753,77.6500704,14.50019248,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037226410,"Los Angeles",6037,NA,NA,3.0452244,1.4323618,47.0363304,24.44501476,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037226420,"Los Angeles",6037,NA,NA,3.5809196,1.2142011,33.9075224,20.85204671,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037226700,"Los Angeles",6037,NA,NA,3.4010128,0.9940727,29.2287255,17.69536764,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037227010,"Los Angeles",6037,NA,NA,3.2522931,1.4348026,44.116645,19.3763634,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037227020,"Los Angeles",6037,NA,NA,3.3338449,1.4868379,44.598294,24.03438984,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228100,"Los Angeles",6037,NA,NA,3.5599848,1.4508575,40.7545972,21.3396638,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228210,"Los Angeles",6037,NA,NA,3.4213255,1.664084,48.6385753,26.52380341,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228220,"Los Angeles",6037,NA,NA,3.6826049,1.3924966,37.8128164,17.75952778,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228310,"Los Angeles",6037,NA,NA,3.256062,1.2768363,39.2141274,34.26151675,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228320,"Los Angeles",6037,NA,NA,4.0972157,2.002753,48.8808292,29.57782625,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228410,"Los Angeles",6037,NA,NA,3.8349735,1.6181,42.1932509,24.07288592,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228420,"Los Angeles",6037,NA,NA,3.5612952,1.8218152,51.1559724,21.94276915,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228500,"Los Angeles",6037,NA,NA,3.4564611,1.2853347,37.1864368,21.31399974,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228600,"Los Angeles",6037,NA,NA,3.4201209,1.4705768,42.9978006,24.06005389,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228710,"Los Angeles",6037,NA,NA,3.5612827,1.7110098,48.0447627,34.53098935,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228720,"Los Angeles",6037,NA,NA,4.1104159,1.3278078,32.3034895,25.04812011,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228800,"Los Angeles",6037,NA,NA,3.6111513,1.2632156,34.9809658,31.55395868,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037228900,"Los Angeles",6037,NA,NA,3.9476484,1.3435903,34.0352071,30.02694726,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037229100,"Los Angeles",6037,NA,NA,3.8616222,1.3505557,34.9737913,24.97112794,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037229200,"Los Angeles",6037,NA,NA,3.6077262,1.4481752,40.1409382,17.91351213,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037229300,"Los Angeles",6037,NA,NA,3.2612748,1.2779105,39.1843844,16.25818042,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037229410,"Los Angeles",6037,NA,NA,3.163471,1.604379,50.7157799,18.90157834,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037229420,"Los Angeles",6037,NA,NA,3.3147573,1.4566593,43.9446732,7.031951752,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231100,"Los Angeles",6037,NA,NA,2.3438635,1.2247173,52.2520738,30.41190812,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231210,"Los Angeles",6037,NA,NA,3.878214,2.3778991,61.3142827,27.13974079,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231220,"Los Angeles",6037,NA,NA,3.7160377,1.8727724,50.3970233,30.5787245,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231300,"Los Angeles",6037,NA,NA,3.8869836,1.273924,32.774103,41.6527653,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231400,"Los Angeles",6037,NA,NA,4.4903902,1.0839648,24.1396576,32.91415373,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231500,"Los Angeles",6037,NA,NA,4.0266393,0.9972544,24.76642,27.03708456,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231600,"Los Angeles",6037,NA,NA,3.7099283,0.9317279,25.1144454,16.93827794,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231710,"Los Angeles",6037,NA,NA,3.2077728,1.5495709,48.3067536,17.19491852,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231720,"Los Angeles",6037,NA,NA,3.2258206,1.589211,49.2653258,12.97318106,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231800,"Los Angeles",6037,NA,NA,2.9429253,1.358285,46.1542478,26.07468241,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037231900,"Los Angeles",6037,NA,NA,3.6590744,1.3744435,37.5626004,15.9373797,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232110,"Los Angeles",6037,NA,NA,3.137871,1.4832657,47.2698117,25.68972154,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232120,"Los Angeles",6037,NA,NA,3.6433578,1.4150705,38.8397348,24.22687027,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232200,"Los Angeles",6037,NA,NA,3.568815,1.1505936,32.2402134,31.33581419,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232300,"Los Angeles",6037,NA,NA,3.9360427,1.1576948,29.4126576,22.93083537,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232400,"Los Angeles",6037,NA,NA,3.5009251,0.9587359,27.3852167,36.49428975,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232500,"Los Angeles",6037,NA,NA,4.2232284,1.2885098,30.5100673,26.11317849,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232600,"Los Angeles",6037,NA,NA,3.6624427,1.2661411,34.5709463,17.01527011,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232700,"Los Angeles",6037,NA,NA,3.2170727,1.2115975,37.6614908,19.15821891,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037232800,"Los Angeles",6037,NA,NA,3.323347,1.4434126,43.4324982,26.13884255,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234000,"Los Angeles",6037,NA,NA,3.6635406,0.9948504,27.1554365,27.92249455,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234200,"Los Angeles",6037,NA,NA,3.7549431,1.3409013,35.7102966,28.47427178,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234300,"Los Angeles",6037,NA,NA,3.7733126,1.055282,27.9669918,53.98434492,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234501,"Los Angeles",6037,NA,NA,5.4847317,2.0105633,36.6574594,38.11112537,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234502,"Los Angeles",6037,NA,NA,4.3033239,1.502139,34.9064815,58.88617991,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234600,"Los Angeles",6037,NA,NA,5.9963949,1.037928,17.3092009,44.36032337,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234700,"Los Angeles",6037,NA,NA,4.6654294,1.238835,26.5535038,43.91120236,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234800,"Los Angeles",6037,NA,NA,4.6395024,1.0916791,23.530091,24.95829591,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234901,"Los Angeles",6037,NA,NA,3.6065076,2.0206239,56.0271627,13.9740793,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037234902,"Los Angeles",6037,NA,NA,3.0087156,1.473254,48.9662124,57.44899269,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6037235100,"Los Angeles",6037,NA,NA,5.8468676,1.0460439,17.8906713,31.86192737,"HCI/National Land Cover Database","Wed06Dec17",""
