"indicator","reportyear","FIPS","County_Name","County_FIPS","supermkts_d","supermkts_n","supermkts_pct","supermkts_se_pct","supermkts_rse","supermkts_pctile","source","version","notes"
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037229200,"Los Angeles",6037,4394,4394,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037229300,"Los Angeles",6037,5498,5029.548299,91.47959802,0.376521516,4.419058123,79.45592198,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037229410,"Los Angeles",6037,3343,3343,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037229420,"Los Angeles",6037,4729,4729,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231100,"Los Angeles",6037,3350,3350,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231210,"Los Angeles",6037,3688,3560.376814,96.53950146,0.300972215,8.697365766,83.49801104,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231220,"Los Angeles",6037,3824,3824,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231300,"Los Angeles",6037,5348,1875.072969,35.06119987,0.652483927,1.860985732,39.86911331,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231400,"Los Angeles",6037,4688,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231500,"Los Angeles",6037,4752,1.5e-05,3.16e-07,8.15e-05,25819.88958,6.185037854,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231600,"Los Angeles",6037,7110,5760.856179,81.02470013,0.465016368,2.450640417,72.26998588,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231710,"Los Angeles",6037,4358,4358,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231720,"Los Angeles",6037,4966,4966,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231800,"Los Angeles",6037,5303,5303,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037231900,"Los Angeles",6037,5968,5968,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232110,"Los Angeles",6037,3191,3191,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232120,"Los Angeles",6037,5263,5263,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232200,"Los Angeles",6037,3119,1898.425956,60.86649426,0.873888118,2.233094382,58.53971513,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232300,"Los Angeles",6037,3926,2079.298976,52.96227652,0.796583528,1.693499322,52.90645451,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232400,"Los Angeles",6037,6957,1176.755141,16.91469227,0.449451843,2.657168309,26.06185038,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232500,"Los Angeles",6037,4619,4619,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232600,"Los Angeles",6037,6288,5788.738668,92.06009331,0.340947208,4.294095903,79.78955473,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232700,"Los Angeles",6037,5895,4467.500621,75.78457372,0.557949073,2.304105932,68.80533812,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037232800,"Los Angeles",6037,3823,3802.291078,99.45830703,0.118712099,21.91501544,86.68035416,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234000,"Los Angeles",6037,5335,210.818557,3.951613065,0.266725804,6.74979557,16.38650071,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234200,"Los Angeles",6037,2376,2357.764702,99.23252113,0.179034616,23.32762794,86.32105736,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234300,"Los Angeles",6037,4098,2123.822689,51.82583429,0.780538402,1.620242698,52.12370076,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234501,"Los Angeles",6037,2728,851.117956,31.19933856,0.887047379,2.84316085,36.90491467,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234502,"Los Angeles",6037,2698,4.8e-05,1.78e-06,0.00025679,14433.7566,9.187732581,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234600,"Los Angeles",6037,5024,4822.230083,95.98387903,0.276998697,6.897170159,83.10021814,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234700,"Los Angeles",6037,3888,3332.862488,85.7217718,0.561073298,3.929572284,75.86295393,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234800,"Los Angeles",6037,3426,242.861048,7.088763806,0.438455672,6.185220503,18.95290645,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234901,"Los Angeles",6037,2999,924.338274,30.82154965,0.843188,2.735709298,36.59694598,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037234902,"Los Angeles",6037,4005,676.448369,16.8900966,0.592026566,3.505169804,26.02335429,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037235100,"Los Angeles",6037,4520,463.124257,10.24611188,0.451062752,4.402282125,21.21134351,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037235201,"Los Angeles",6037,2781,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037235202,"Los Angeles",6037,4557,6e-06,1.32e-07,5.38e-05,40824.82852,5.338123957,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037236000,"Los Angeles",6037,4113,2850.944886,69.31546039,0.719110296,2.343559022,64.33979212,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037236100,"Los Angeles",6037,5265,2093.889863,39.7699879,0.674504757,1.696014489,43.15411267,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037236202,"Los Angeles",6037,6192,3539.729679,57.16617699,0.628850658,1.468117049,56.01180547,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037236203,"Los Angeles",6037,3417,2371.416291,69.40053529,0.788344125,2.576333058,64.46811241,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037236204,"Los Angeles",6037,3203,701.274261,21.89429475,0.730681968,3.33731676,30.19376363,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037236400,"Los Angeles",6037,4113,0.090785,0.00220727,0.007325606,331.8854078,9.611189529,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237101,"Los Angeles",6037,3705,3705,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237102,"Los Angeles",6037,3254,1874.141415,57.59500353,0.866347539,2.043031744,56.31977416,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237201,"Los Angeles",6037,3506,3506,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237202,"Los Angeles",6037,4388,4282.622012,97.59849618,0.231115937,9.623800525,84.39625305,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237300,"Los Angeles",6037,5262,2481.696663,47.16261237,0.688167523,1.45913784,48.68471705,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237401,"Los Angeles",6037,3616,3599.074748,99.53193441,0.113506405,24.2501068,86.77017837,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237402,"Los Angeles",6037,3526,1291.876005,36.63857076,0.811410439,2.214634528,41.15231618,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237500,"Los Angeles",6037,2675,2675,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237600,"Los Angeles",6037,4259,3742.779221,87.87929609,0.500096006,4.125965039,77.24881304,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237710,"Los Angeles",6037,3887,3887,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237720,"Los Angeles",6037,3153,2140.9829,67.90304155,0.831408707,2.590303716,63.42871808,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237800,"Los Angeles",6037,4371,2562.366419,58.62197252,0.744945845,1.800341608,56.91004748,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037237900,"Los Angeles",6037,3621,1.1e-05,3.04e-07,9.16e-05,30151.13466,6.120877711,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037238000,"Los Angeles",6037,5864,901.203182,15.36840351,0.47095961,3.064466714,24.97112794,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037238100,"Los Angeles",6037,4626,2492.890144,53.88867583,0.732908467,1.589432704,53.68920826,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037238200,"Los Angeles",6037,5267,4866.010484,92.38675686,0.365433243,4.799968109,80.07185936,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037238310,"Los Angeles",6037,4821,3796.988766,78.75936042,0.589069205,2.773311993,70.74297446,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037238320,"Los Angeles",6037,3787,3374.261498,89.10117501,0.50638858,4.646267647,78.08289491,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037238400,"Los Angeles",6037,4497,3797.085699,84.43597285,0.540584142,3.473292209,74.8235596,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239201,"Los Angeles",6037,3562,1735.57999,48.72487339,0.837494132,1.718822593,49.80110355,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239202,"Los Angeles",6037,4724,4278.889343,90.5776745,0.425044783,4.511039055,78.8399846,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239310,"Los Angeles",6037,3996,920.037369,23.02395818,0.665970577,2.892511232,30.92518927,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239320,"Los Angeles",6037,3444,3120.731201,90.61356566,0.496953052,5.294375199,78.9298088,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239330,"Los Angeles",6037,2879,2879,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239501,"Los Angeles",6037,3454,3454,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239502,"Los Angeles",6037,3372,2370.357646,70.29530386,0.786922441,2.649151626,65.0455537,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239601,"Los Angeles",6037,3755,1951.074768,51.9593813,0.815326036,1.697159733,52.22635699,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239602,"Los Angeles",6037,3313,1523.542943,45.98680782,0.865876268,1.882879697,47.8121391,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239701,"Los Angeles",6037,4261,2759.832419,64.76959444,0.731793661,2.07716502,61.27293725,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239702,"Los Angeles",6037,3927,3215.305168,81.87688231,0.614704869,3.391827388,72.75760298,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239801,"Los Angeles",6037,3412,2280.474655,66.83688907,0.805992934,2.430390006,62.73578853,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037239802,"Los Angeles",6037,4902,4902,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240010,"Los Angeles",6037,3673,3673,100,0,NA,94.25125112,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240020,"Los Angeles",6037,5055,2371.211065,46.90823076,0.701903722,1.496333822,48.41524445,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240200,"Los Angeles",6037,5252,4936.102379,93.98519381,0.32807881,5.454520055,81.25240601,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240300,"Los Angeles",6037,5691,5685.510863,99.90354705,0.041148491,42.66172502,87.66842038,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240401,"Los Angeles",6037,5383,4739.818284,88.05161219,0.442090438,3.700000741,77.37713332,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240402,"Los Angeles",6037,3854,486.786565,12.63068409,0.535102585,4.236528925,23.0334916,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240500,"Los Angeles",6037,5655,1991.726846,35.22063388,0.635185574,1.80344731,40.02309765,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240600,"Los Angeles",6037,4932,4006.563879,81.23608837,0.55593582,2.962792784,72.38547414,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240700,"Los Angeles",6037,6161,4961.891958,80.53711992,0.504401067,2.59160548,71.89785705,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240800,"Los Angeles",6037,4377,4303.903005,98.32997499,0.193694005,11.59826972,85.11484666,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037240900,"Los Angeles",6037,5620,890.326358,15.84210601,0.487063662,3.074488083,25.42024894,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241001,"Los Angeles",6037,4285,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241002,"Los Angeles",6037,3606,307.026081,8.51431173,0.464770433,5.45869646,19.8639805,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241110,"Los Angeles",6037,3074,519.585294,16.90257951,0.675955854,3.99912838,26.04901835,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241120,"Los Angeles",6037,4564,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241201,"Los Angeles",6037,2898,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241202,"Los Angeles",6037,4943,888.452854,17.97396023,0.546138075,3.038496068,26.97292442,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241300,"Los Angeles",6037,2313,1798.046339,77.73654729,0.865009876,3.8853357,70.10137303,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037241400,"Los Angeles",6037,3285,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037242000,"Los Angeles",6037,3938,3807.666579,96.69036512,0.285064927,8.613183545,83.67765944,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037242100,"Los Angeles",6037,2714,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037242200,"Los Angeles",6037,6554,3371.426621,51.44074796,0.617357052,1.271347942,51.87989221,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037242300,"Los Angeles",6037,4586,2385.931734,52.02642246,0.737727562,1.53777892,52.2776851,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037242600,"Los Angeles",6037,4409,631.294632,14.3183178,0.527496936,3.684070598,24.34235853,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037242700,"Los Angeles",6037,5273,3247.023547,61.57829598,0.669843363,1.743398374,59.01450019,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037243000,"Los Angeles",6037,6769,856.675066,12.65585856,0.404110783,3.193072848,23.05915565,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037243100,"Los Angeles",6037,5350,1207.854175,22.57671355,0.571596119,2.531795063,30.61722058,"USDA_FARA2017","Wed06Dec17",""
"Percentage of the urban population residing less than 1/2 mile from a supermarket/large grocery store, or the percent of the rural population living less than 1 miles from a supermarket/large grocery store",2015,6037261101,"Los Angeles",6037,3499,0,0,0,NA,2.399589375,"USDA_FARA2017","Wed06Dec17",""
